PLR	FEC	PPS	ELossMin	ELossAvg	ELossMax
0.085	0.11	333	0.966687	0.98373	0.995798
0.085	0.17	333	0.993697	0.999679	1
0.085	0.03	333	0.905162	0.920876	0.936074
0.085	0.09	333	0.939976	0.960825	0.983193
0.085	0.16	333	0.993397	0.999175	1
0.085	0.01	333	0.904862	0.917539	0.935474
0.085	0.08	333	0.930672	0.94973	0.972989
0.085	0.19	333	0.997899	0.999883	1
0.085	0.15	333	0.992197	0.998766	1
0.085	0.07	333	0.919568	0.938523	0.957383
0.085	0.04	333	0.907863	0.921909	0.937875
0.085	0.02	333	0.902461	0.917995	0.931873
0.085	0.1	333	0.951981	0.971534	0.992497
0.085	0.05	333	0.910264	0.92594	0.943878
0.085	0	333	0.903962	0.915753	0.928571
0.085	0.06	333	0.915066	0.931678	0.956182
0.085	0.14	333	0.986795	0.997638	1
0.085	0.135	333	0.981393	0.996516	1
0.085	0.125	333	0.977491	0.993358	1
0.085	0.035	333	0.909964	0.921882	0.936074
0.085	0.025	333	0.903061	0.918707	0.930072
0.085	0.175	333	0.996098	0.999796	1
0.085	0.065	333	0.916867	0.934132	0.953781
0.085	0.105	333	0.954982	0.978169	0.995498
0.085	0.195	333	0.997299	0.999859	1
0.085	0.185	333	0.995798	0.999838	1
0.085	0.095	333	0.938475	0.966882	0.986795
0.085	0.045	333	0.910564	0.924922	0.942077
0.085	0.075	333	0.92437	0.942314	0.964286
0.085	0.005	333	0.901861	0.916018	0.931273
0.085	0.145	333	0.983793	0.99813	1
0.085	0.155	333	0.990096	0.999139	1
0.085	0.055	333	0.912065	0.928097	0.948379
0.085	0.165	333	0.993397	0.999424	1
0.085	0.085	333	0.933673	0.954505	0.980492
0.085	0.115	333	0.962485	0.986831	0.9988
0.085	0.015	333	0.907563	0.917887	0.929772
0.09	0.13	333	0.976598	0.992745	1
0.09	0.07	333	0.911791	0.930783	0.950495
0.09	0.03	333	0.89889	0.915425	0.931893
0.09	0.06	333	0.910891	0.924587	0.950195
0.09	0.19	333	0.9949	0.999757	1
0.09	0.02	333	0.89709	0.912857	0.927993
0.09	0.14	333	0.983198	0.996117	1
0.09	0.1	333	0.939694	0.963666	0.987099
0.09	0.01	333	0.89979	0.912448	0.929493
0.09	0.08	333	0.922892	0.941707	0.960096
0.09	0.16	333	0.992199	0.998644	1
0.09	0.09	333	0.928593	0.952886	0.978398
0.09	0.11	333	0.954996	0.977555	0.9949
0.09	0.05	333	0.90369	0.919439	0.934293
0.09	0	333	0.89919	0.910669	0.923792
0.09	0.18	333	0.996699	0.99979	1
0.09	0.04	333	0.90219	0.915949	0.930693
0.09	0.17	333	0.993701	0.999532	1
0.09	0.15	333	0.990099	0.998071	1
0.09	0.12	333	0.965497	0.987021	1
0.09	0.135	333	0.979592	0.994757	1
0.09	0.145	333	0.977791	0.997191	1
0.09	0.185	333	0.995498	0.999835	1
0.09	0.015	333	0.901861	0.912635	0.92467
0.09	0.045	333	0.903962	0.918812	0.936675
0.09	0.125	333	0.968487	0.989907	1
0.09	0.065	333	0.909964	0.926927	0.947779
0.09	0.085	333	0.921068	0.945876	0.971789
0.09	0.195	333	0.997299	0.999823	1
0.09	0.115	333	0.962185	0.982263	0.997599
0.09	0.165	333	0.993397	0.999268	1
0.09	0.035	333	0.903061	0.916116	0.930672
0.09	0.055	333	0.905462	0.921678	0.940576
0.09	0.005	333	0.897959	0.911162	0.92617
0.09	0.075	333	0.915966	0.934577	0.958884
0.09	0.105	333	0.948679	0.970768	0.990996
0.09	0.155	333	0.990096	0.998725	1
0.09	0.095	333	0.935474	0.95871	0.982293
0.09	0.175	333	0.995498	0.999685	1
0.09	0.025	333	0.89886	0.913211	0.92557
0.095	0.07	333	0.904976	0.923376	0.942446
0.095	0.08	333	0.914568	0.933963	0.956535
0.095	0.13	333	0.967326	0.989032	1
0.095	0.1	333	0.928357	0.955564	0.977818
0.095	0.09	333	0.913043	0.944489	0.971214
0.095	0.17	333	0.993705	0.999431	1
0.095	0.11	333	0.944544	0.969904	0.991307
0.095	0.12	333	0.956822	0.981448	1
0.095	0.14	333	0.975719	0.994095	1
0.095	0.19	333	0.994904	0.999772	1
0.095	0.18	333	0.996104	0.999706	1
0.095	0.15	333	0.984712	0.997048	1
0.095	0.04	333	0.895352	0.910273	0.927136
0.095	0	333	0.892086	0.905722	0.917266
0.095	0.03	333	0.892386	0.91	0.923861
0.095	0.06	333	0.903206	0.917893	0.940366
0.095	0.02	333	0.890588	0.907827	0.922062
0.095	0.01	333	0.893018	0.907507	0.923884
0.095	0.05	333	0.894516	0.913527	0.928379
0.095	0.16	333	0.988306	0.998261	1
0.095	0.075	333	0.909472	0.926523	0.949041
0.095	0.085	333	0.915793	0.9376	0.961942
0.095	0.115	333	0.954436	0.976106	0.997302
0.095	0.135	333	0.971831	0.992296	1
0.095	0.175	333	0.995204	0.999556	1
0.095	0.105	333	0.937669	0.96279	0.986515
0.095	0.195	333	0.996704	0.999895	1
0.095	0.095	333	0.923561	0.950506	0.976619
0.095	0.165	333	0.990707	0.999065	1
0.095	0.065	333	0.902878	0.91964	0.942746
0.095	0.185	333	0.995505	0.999697	1
0.095	0.025	333	0.893917	0.907941	0.920887
0.095	0.035	333	0.898112	0.910539	0.924783
0.095	0.015	333	0.895715	0.907678	0.920288
0.095	0.005	333	0.892086	0.90631	0.920564
0.095	0.055	333	0.89991	0.915409	0.933773
0.095	0.045	333	0.898681	0.913033	0.929856
0.095	0.155	333	0.986814	0.998004	1
0.095	0.125	333	0.957747	0.985733	1
0.095	0.145	333	0.977518	0.996115	1
0.01	0.06	666	0.9997	0.999993	1
0.01	0.11	666	0.99985	0.999994	1
0.01	0.02	666	0.993848	0.996848	0.9991
0.01	0.13	666	0.99985	0.999991	1
0.01	0.03	666	0.998199	0.999341	1
0.01	0.04	666	0.9985	0.99983	1
0.01	0.17	666	0.99985	0.999995	1
0.01	0.16	666	0.9997	0.999997	1
0.01	0.01	666	0.990096	0.993423	0.996849
0.01	0.08	666	0.99955	0.99999	1
0.01	0.19	666	1	1	1
0.01	0.12	666	0.99985	0.999994	1
0.01	0.09	666	0.99985	0.999984	1
0.01	0.15	666	0.99985	0.999995	1
0.01	0.07	666	0.99955	0.999986	1
0.01	0.1	666	0.99985	0.999998	1
0.01	0.05	666	0.99925	0.999979	1
0.01	0.14	666	0.99985	0.999991	1
0.01	0	666	0.986645	0.990011	0.993247
0.01	0.18	666	0.99985	0.999995	1
0.01	0.065	667	0.9997	0.999981	1
0.01	0.115	667	0.99985	0.999994	1
0.01	0.175	667	0.99985	0.999994	1
0.01	0.015	667	0.992206	0.995226	0.997752
0.01	0.125	667	1	1	1
0.01	0.095	667	0.9997	0.999993	1
0.01	0.155	667	0.9997	0.999997	1
0.01	0.055	667	0.9997	0.999982	1
0.01	0.045	667	0.998951	0.999949	1
0.01	0.105	667	0.99985	0.999995	1
0.01	0.145	667	0.9997	0.999995	1
0.01	0.025	667	0.996703	0.998479	1
0.01	0.035	667	0.997752	0.999724	1
0.01	0.085	667	0.9997	0.999993	1
0.01	0.185	667	0.99985	0.999997	1
0.01	0.005	667	0.98741	0.991682	0.994604
0.01	0.195	667	0.99985	0.999998	1
0.01	0.165	667	0.99985	0.999995	1
0.01	0.135	667	0.9997	0.999997	1
0.01	0.075	667	1	1	1
0.015	0.13	666	0.9997	0.999983	1
0.015	0.08	666	0.99955	0.999985	1
0.015	0.04	666	0.997151	0.99946	1
0.015	0	666	0.980798	0.984995	0.989349
0.015	0.12	666	0.99985	0.999985	1
0.015	0.06	666	0.99895	0.999959	1
0.015	0.17	666	0.9997	0.999997	1
0.015	0.16	666	0.9997	0.999989	1
0.015	0.09	666	0.99985	0.999997	1
0.015	0.1	666	0.99985	0.999997	1
0.015	0.02	666	0.988302	0.993106	0.996851
0.015	0.03	666	0.994299	0.997556	0.9997
0.015	0.05	666	0.9982	0.999878	1
0.015	0.11	666	0.99985	0.999988	1
0.015	0.14	666	1	1	1
0.015	0.01	666	0.984248	0.988671	0.992799
0.015	0.15	666	1	1	1
0.015	0.18	666	1	1	1
0.015	0.07	666	0.9994	0.999964	1
0.015	0.19	666	1	1	1
0.015	0.135	667	0.9997	0.999997	1
0.015	0.085	667	0.999551	0.999979	1
0.015	0.095	667	0.999551	0.999985	1
0.015	0.115	667	1	1	1
0.015	0.195	667	0.99985	0.999995	1
0.015	0.005	667	0.980971	0.986807	0.990111
0.015	0.175	667	0.99985	0.999993	1
0.015	0.185	667	0.99985	0.999997	1
0.015	0.125	667	1	1	1
0.015	0.035	667	0.995655	0.998801	1
0.015	0.055	667	0.998951	0.999938	1
0.015	0.145	667	0.9997	0.999988	1
0.015	0.045	667	0.997002	0.99976	1
0.015	0.075	667	0.99955	0.999965	1
0.015	0.065	667	0.999401	0.999966	1
0.015	0.025	667	0.992056	0.995378	0.998501
0.015	0.015	667	0.987264	0.990617	0.994156
0.015	0.105	667	0.9997	0.999989	1
0.015	0.165	667	0.99985	0.999991	1
0.015	0.155	667	0.999551	0.999995	1
0.02	0.18	667	0.99985	0.999991	1
0.02	0.13	666	0.9997	0.999989	1
0.02	0.06	667	0.998801	0.999923	1
0.02	0.16	666	0.9997	0.999986	1
0.02	0	667	0.974963	0.979874	0.984258
0.02	0.09	666	0.9997	0.999989	1
0.02	0.1	666	0.9997	0.999983	1
0.02	0.11	666	0.9997	0.999997	1
0.02	0.05	666	0.9979	0.999632	1
0.02	0.15	666	0.9997	0.999997	1
0.02	0.19	666	0.99985	0.999993	1
0.02	0.12	666	0.99985	0.999998	1
0.02	0.08	667	0.99955	0.999955	1
0.02	0.02	666	0.983653	0.988075	0.992801
0.02	0.17	667	0.99955	0.999979	1
0.02	0.01	666	0.979454	0.983514	0.988602
0.02	0.04	666	0.992501	0.998112	1
0.02	0.14	667	0.99985	0.999985	1
0.02	0.03	666	0.986203	0.994235	0.9988
0.02	0.07	666	0.9988	0.999935	1
0.02	0.185	695	0.999712	0.999987	1
0.02	0.135	694	0.999712	0.999983	1
0.02	0.165	695	1	1	1
0.02	0.095	695	0.999713	0.999993	1
0.02	0.105	695	0.999137	0.999964	1
0.02	0.045	693	0.994951	0.999157	1
0.02	0.195	695	1	1	1
0.02	0.115	694	0.999856	0.999991	1
0.02	0.085	694	0.999424	0.99999	1
0.02	0.035	694	0.991935	0.996904	1
0.02	0.075	694	0.99928	0.999973	1
0.02	0.175	695	0.999856	0.999996	1
0.02	0.005	697	0.975631	0.981717	0.986955
0.02	0.065	695	0.999425	0.999975	1
0.02	0.145	693	0.999712	0.999988	1
0.02	0.025	695	0.987054	0.991027	0.995685
0.02	0.015	696	0.98162	0.985546	0.990092
0.02	0.155	692	1	1	1
0.02	0.055	693	0.998415	0.999908	1
0.02	0.125	695	0.999712	0.999981	1
0.025	0.15	746	0.999598	0.999988	1
0.025	0.04	745	0.988862	0.996334	1
0.025	0.13	750	0.999733	0.999993	1
0.025	0.03	747	0.982477	0.98991	0.995452
0.025	0.01	754	0.973238	0.977725	0.982114
0.025	0.14	749	0.999733	0.999988	1
0.025	0.12	751	0.999601	0.999974	1
0.025	0.16	752	0.999867	0.999996	1
0.025	0.05	745	0.995035	0.99927	1
0.025	0.17	753	1	1	1
0.025	0.18	754	0.999867	0.999989	1
0.025	0.07	747	0.999197	0.999942	1
0.025	0.02	751	0.97486	0.982066	0.99029
0.025	0.19	753	0.999735	0.999992	1
0.025	0.08	749	0.999199	0.999949	1
0.025	0	756	0.97027	0.974848	0.979387
0.025	0.06	747	0.998127	0.999858	1
0.025	0.11	750	0.999467	0.999968	1
0.025	0.09	750	0.999334	0.999979	1
0.025	0.1	750	0.9992	0.999975	1
0.025	0.155	709	0.999859	0.999999	1
0.025	0.045	705	0.993766	0.997861	1
0.025	0.145	708	0.999718	0.99998	1
0.025	0.055	706	0.995043	0.999555	1
0.025	0.165	709	0.999577	0.999989	1
0.025	0.095	707	0.999717	0.999976	1
0.025	0.135	708	0.999435	0.999976	1
0.025	0.125	707	0.999717	0.999997	1
0.025	0.185	709	0.999718	0.999996	1
0.025	0.065	707	0.998727	0.999899	1
0.025	0.105	707	0.999717	0.999977	1
0.025	0.175	709	1	1	1
0.025	0.195	709	0.999718	0.999993	1
0.025	0.085	707	0.999717	0.99999	1
0.025	0.075	707	0.99901	0.999955	1
0.025	0.015	708	0.974449	0.979616	0.98419
0.025	0.035	706	0.986831	0.993057	0.997876
0.025	0.005	709	0.969834	0.976424	0.982661
0.025	0.115	707	0.999576	0.999977	1
0.025	0.025	707	0.979497	0.98559	0.991516
0.03	0.11	666	0.99955	0.999973	1
0.03	0.15	666	0.9997	0.999984	1
0.03	0.09	666	0.9994	0.999934	1
0.03	0.1	666	0.9994	0.999971	1
0.03	0.13	666	0.9997	0.999977	1
0.03	0.01	666	0.966987	0.972418	0.977941
0.03	0.14	666	0.99985	0.999979	1
0.03	0.08	666	0.998499	0.999915	1
0.03	0.03	666	0.97599	0.983062	0.991597
0.03	0.19	666	0.9997	0.999983	1
0.03	0.04	666	0.980192	0.991411	0.996999
0.03	0.02	666	0.970738	0.975914	0.982893
0.03	0.06	666	0.996999	0.999448	1
0.03	0.18	666	0.9997	0.999989	1
0.03	0.17	666	0.9997	0.999977	1
0.03	0	666	0.963535	0.969712	0.97494
0.03	0.16	666	0.9997	0.999991	1
0.03	0.12	666	0.9991	0.99997	1
0.03	0.05	666	0.993097	0.997134	1
0.03	0.07	666	0.996849	0.999712	1
0.03	0.115	666	0.9994	0.999959	1
0.03	0.155	666	0.99955	0.999973	1
0.03	0.085	666	0.9994	0.999952	1
0.03	0.165	666	0.99955	0.999995	1
0.03	0.035	666	0.976905	0.987191	0.994151
0.03	0.185	666	0.99985	0.999985	1
0.03	0.175	666	0.99985	0.999995	1
0.03	0.195	666	0.99985	0.999994	1
0.03	0.075	666	0.9985	0.999902	1
0.03	0.145	666	0.99955	0.999974	1
0.03	0.125	666	0.99955	0.999986	1
0.03	0.025	666	0.971956	0.978982	0.986053
0.03	0.005	666	0.964146	0.971103	0.979148
0.03	0.015	666	0.968947	0.973942	0.978998
0.03	0.045	666	0.988002	0.994525	0.99865
0.03	0.135	666	0.99955	0.99998	1
0.03	0.055	666	0.992499	0.998669	1
0.03	0.105	666	0.9994	0.999983	1
0.03	0.065	666	0.997151	0.999649	1
0.03	0.095	666	0.99955	0.999961	1
0.035	0.19	666	0.9997	0.999979	1
0.035	0.13	666	0.9997	0.999976	1
0.035	0.18	666	0.9997	0.999994	1
0.035	0.09	666	0.9994	0.999917	1
0.035	0.07	666	0.995648	0.99955	1
0.035	0.1	666	0.998499	0.999947	1
0.035	0.12	666	0.998349	0.999958	1
0.035	0.17	666	0.9997	0.999973	1
0.035	0.14	666	0.9994	0.999959	1
0.035	0.01	666	0.959784	0.967106	0.973139
0.035	0.05	666	0.986795	0.993506	0.99895
0.035	0.11	666	0.9994	0.999961	1
0.035	0.03	666	0.967137	0.976344	0.983643
0.035	0.15	666	0.9997	0.999978	1
0.035	0.08	666	0.998199	0.99981	1
0.035	0.06	666	0.989496	0.998276	1
0.035	0	666	0.957533	0.964743	0.970438
0.035	0.02	666	0.962335	0.969928	0.978241
0.035	0.16	666	0.9997	0.999991	1
0.035	0.04	666	0.972389	0.985021	0.993998
0.035	0.195	666	1	1	1
0.035	0.185	666	0.99985	0.999989	1
0.035	0.175	666	0.9997	0.999985	1
0.035	0.075	666	0.997899	0.999821	1
0.035	0.135	666	0.99955	0.99998	1
0.035	0.055	666	0.988145	0.996645	1
0.035	0.165	666	0.99955	0.999974	1
0.035	0.125	666	0.99955	0.99995	1
0.035	0.115	666	0.9991	0.999937	1
0.035	0.015	666	0.962785	0.968305	0.97479
0.035	0.095	666	0.9994	0.999937	1
0.035	0.145	666	0.99925	0.999955	1
0.035	0.105	666	0.9994	0.999953	1
0.035	0.065	666	0.995048	0.999184	1
0.035	0.025	666	0.965336	0.972508	0.979442
0.035	0.085	666	0.99865	0.999917	1
0.035	0.005	666	0.960234	0.965975	0.973439
0.035	0.045	666	0.981092	0.989591	0.997149
0.035	0.155	666	0.99955	0.999983	1
0.035	0.035	666	0.971339	0.980776	0.989796
0.04	0.02	667	0.956822	0.963666	0.970765
0.04	0.07	667	0.994003	0.998742	1
0.04	0.19	667	0.9997	0.999992	1
0.04	0.05	667	0.977811	0.987742	0.994153
0.04	0.03	667	0.958783	0.968951	0.976469
0.04	0.06	667	0.986661	0.995824	1
0.04	0.14	667	0.999101	0.999941	1
0.04	0.17	667	0.99955	0.999964	1
0.04	0.1	667	0.999251	0.999946	1
0.04	0.11	667	0.99925	0.999958	1
0.04	0.13	667	0.99955	0.999938	1
0.04	0.18	667	0.99955	0.999968	1
0.04	0.12	667	0.998351	0.999955	1
0.04	0.16	667	0.9997	0.999966	1
0.04	0.04	667	0.965967	0.977307	0.986507
0.04	0.15	667	0.99985	0.999988	1
0.04	0.09	667	0.998951	0.999884	1
0.04	0	667	0.952788	0.959648	0.966877
0.04	0.01	667	0.955336	0.961545	0.968525
0.04	0.08	667	0.997452	0.99966	1
0.04	0.025	747	0.957319	0.965175	0.973776
0.04	0.075	734	0.996462	0.999477	1
0.04	0.195	747	0.999866	0.999981	1
0.04	0.085	736	0.998235	0.999874	1
0.04	0.135	742	0.999192	0.999957	1
0.04	0.165	746	0.999598	0.999973	1
0.04	0.175	746	0.999598	0.999982	1
0.04	0.005	752	0.954135	0.960493	0.968094
0.04	0.015	749	0.95651	0.962153	0.968783
0.04	0.155	738	0.999458	0.999959	1
0.04	0.125	741	0.99973	0.999965	1
0.04	0.035	742	0.965094	0.973135	0.984636
0.04	0.115	740	0.99919	0.999947	1
0.04	0.055	735	0.983002	0.993394	1
0.04	0.045	740	0.973386	0.983546	0.99311
0.04	0.065	735	0.993335	0.998172	1
0.04	0.095	737	0.997829	0.999894	1
0.04	0.145	742	0.999596	0.999972	1
0.04	0.105	738	0.998781	0.999949	1
0.04	0.185	747	0.999465	0.999983	1
0.045	0.14	745	0.99933	0.999941	1
0.045	0.12	743	0.998521	0.999949	1
0.045	0.07	737	0.991045	0.997696	1
0.045	0	756	0.948996	0.954926	0.961416
0.045	0.05	741	0.966433	0.981374	0.991238
0.045	0.04	744	0.958512	0.9691	0.979726
0.045	0.08	736	0.994435	0.999441	1
0.045	0.1	740	0.998379	0.999923	1
0.045	0.01	755	0.950516	0.955946	0.960704
0.045	0.13	744	0.99906	0.999946	1
0.045	0.19	748	0.999866	0.999977	1
0.045	0.17	750	0.999733	0.999979	1
0.045	0.11	741	0.998517	0.999916	1
0.045	0.06	741	0.981242	0.992223	0.999055
0.045	0.16	750	0.999333	0.99996	1
0.045	0.15	739	0.99973	0.999988	1
0.045	0.02	754	0.951643	0.957581	0.964891
0.045	0.09	735	0.997961	0.999901	1
0.045	0.18	751	0.999468	0.999981	1
0.045	0.03	750	0.952679	0.961714	0.968808
0.045	0.145	747	0.999331	0.99996	1
0.045	0.115	744	0.998119	0.999894	1
0.045	0.005	757	0.949273	0.955528	0.963144
0.045	0.075	738	0.993362	0.998762	1
0.045	0.125	744	0.999597	0.99995	1
0.045	0.175	750	0.9996	0.99998	1
0.045	0.035	749	0.957311	0.96534	0.97412
0.045	0.195	754	0.999602	0.999971	1
0.045	0.045	744	0.964526	0.975527	0.986428
0.045	0.155	743	0.999327	0.999974	1
0.045	0.095	740	0.997975	0.999855	1
0.045	0.085	737	0.998102	0.999832	1
0.045	0.135	747	0.999732	0.999966	1
0.045	0.025	753	0.951288	0.959064	0.967083
0.045	0.055	741	0.97734	0.987857	0.996898
0.045	0.185	751	0.999202	0.999987	1
0.045	0.015	755	0.949934	0.956844	0.962517
0.045	0.165	751	0.999601	0.999964	1
0.045	0.065	738	0.983893	0.995719	1
0.045	0.105	742	0.999057	0.999885	1
0.05	0.05	741	0.956569	0.972623	0.983814
0.05	0.09	736	0.996743	0.999764	1
0.05	0.11	739	0.998783	0.9999	1
0.05	0.07	736	0.98805	0.995145	1
0.05	0.15	740	0.99973	0.999997	1
0.05	0.12	741	0.997708	0.999942	1
0.05	0	756	0.943945	0.949884	0.956901
0.05	0.03	752	0.947103	0.954953	0.962919
0.05	0.08	736	0.991443	0.998631	1
0.05	0.01	755	0.944944	0.950666	0.956591
0.05	0.14	745	0.999329	0.999941	1
0.05	0.04	748	0.950815	0.960493	0.971398
0.05	0.18	750	0.9996	0.999959	1
0.05	0.1	738	0.998376	0.999903	1
0.05	0.19	750	0.9996	0.999967	1
0.05	0.16	748	0.999466	0.99996	1
0.05	0.06	738	0.976565	0.986105	0.99702
0.05	0.13	745	0.998926	0.999938	1
0.05	0.02	754	0.946021	0.951772	0.958223
0.05	0.17	749	0.999066	0.999969	1
0.05	0.055	739	0.966604	0.979885	0.995268
0.05	0.045	744	0.954326	0.966651	0.979715
0.05	0.095	735	0.997959	0.99982	1
0.05	0.085	735	0.996058	0.999513	1
0.05	0.135	745	0.999463	0.999957	1
0.05	0.195	748	0.999733	0.999984	1
0.05	0.125	742	0.998383	0.999946	1
0.05	0.105	738	0.998645	0.999879	1
0.05	0.165	747	0.999599	0.999981	1
0.05	0.155	740	0.999325	0.999957	1
0.05	0.115	740	0.99811	0.999892	1
0.05	0.025	751	0.945597	0.952676	0.959963
0.05	0.175	751	0.999601	0.999967	1
0.05	0.035	749	0.949973	0.957365	0.96825
0.05	0.145	744	0.998791	0.999946	1
0.05	0.005	755	0.9444	0.950389	0.95883
0.05	0.015	754	0.945932	0.951326	0.958786
0.05	0.065	737	0.978986	0.991434	1
0.05	0.185	749	0.9996	0.999968	1
0.05	0.075	734	0.989113	0.997179	1
0.055	0.19	752	0.999601	0.999985	1
0.055	0	756	0.938541	0.944902	0.953344
0.055	0.04	750	0.942933	0.9523	0.963467
0.055	0.06	741	0.962928	0.977983	0.991372
0.055	0.01	755	0.939486	0.945462	0.952595
0.055	0.1	735	0.997552	0.999858	1
0.055	0.03	752	0.941919	0.948636	0.958666
0.055	0.18	751	0.999601	0.99998	1
0.055	0.15	743	0.999192	0.999946	1
0.055	0.08	736	0.988315	0.996674	1
0.055	0.11	737	0.997693	0.999832	1
0.055	0.16	749	0.999466	0.999947	1
0.055	0.05	743	0.951465	0.963383	0.97701
0.055	0.12	742	0.997574	0.999872	1
0.055	0.17	750	0.998934	0.999961	1
0.055	0.13	744	0.99906	0.999934	1
0.055	0.14	745	0.999329	0.999933	1
0.055	0.02	753	0.940966	0.946178	0.952905
0.055	0.09	735	0.994422	0.999181	1
0.055	0.07	736	0.974335	0.989914	0.998235
0.055	0.155	740	0.999325	0.999932	1
0.055	0.185	748	0.999466	0.999968	1
0.055	0.065	737	0.967309	0.984572	0.996337
0.055	0.125	740	0.998514	0.999876	1
0.055	0.075	735	0.982871	0.99438	1
0.055	0.095	732	0.994951	0.999603	1
0.055	0.165	748	0.999466	0.999954	1
0.055	0.005	754	0.937848	0.945341	0.95428
0.055	0.045	746	0.948017	0.957603	0.972401
0.055	0.105	735	0.997415	0.999854	1
0.055	0.055	739	0.955934	0.970162	0.986618
0.055	0.085	733	0.989768	0.99827	1
0.055	0.115	738	0.997562	0.999832	1
0.055	0.035	749	0.942724	0.950199	0.958611
0.055	0.015	753	0.939241	0.945955	0.953436
0.055	0.025	751	0.939479	0.946791	0.955307
0.055	0.175	747	0.999599	0.999985	1
0.055	0.135	743	0.998924	0.999914	1
0.055	0.195	747	0.999465	0.999966	1
0.055	0.145	744	0.998925	0.999949	1
0.06	0.08	735	0.982041	0.993576	1
0.06	0.13	740	0.998919	0.999935	1
0.06	0.15	739	0.999189	0.999973	1
0.06	0.16	744	0.999463	0.99996	1
0.06	0.02	754	0.935031	0.940822	0.947892
0.06	0.01	755	0.933695	0.940304	0.947591
0.06	0.19	748	0.999733	0.999964	1
0.06	0.06	739	0.949851	0.967598	0.982428
0.06	0	755	0.933695	0.939889	0.947591
0.06	0.1	732	0.996176	0.999642	1
0.06	0.14	742	0.998787	0.99994	1
0.06	0.12	736	0.99837	0.999834	1
0.06	0.04	749	0.934916	0.944984	0.956522
0.06	0.17	745	0.998927	0.999957	1
0.06	0.07	736	0.966984	0.982159	0.992663
0.06	0.09	732	0.988394	0.998041	1
0.06	0.03	752	0.935904	0.942653	0.951729
0.06	0.05	744	0.939313	0.953901	0.97073
0.06	0.18	747	0.999465	0.999961	1
0.06	0.11	734	0.996461	0.99977	1
0.06	0.085	734	0.986523	0.995927	1
0.06	0.065	740	0.960416	0.975092	0.989462
0.06	0.145	740	0.99838	0.999926	1
0.06	0.035	752	0.935655	0.943706	0.953603
0.06	0.075	736	0.972833	0.98884	0.999592
0.06	0.175	746	0.999598	0.999965	1
0.06	0.105	732	0.997542	0.999702	1
0.06	0.055	744	0.945968	0.959253	0.975403
0.06	0.045	748	0.939171	0.948854	0.962701
0.06	0.135	738	0.998917	0.999913	1
0.06	0.095	732	0.991539	0.99883	1
0.06	0.005	758	0.93153	0.94017	0.949472
0.06	0.195	749	0.999733	0.999973	1
0.06	0.165	745	0.999597	0.999954	1
0.06	0.155	737	0.999187	0.999955	1
0.06	0.185	750	0.999467	0.999944	1
0.06	0.115	735	0.996463	0.999732	1
0.06	0.125	734	0.998639	0.999907	1
0.06	0.015	757	0.933589	0.940631	0.94798
0.06	0.025	755	0.932848	0.941191	0.949669
0.065	0.12	734	0.998094	0.999803	1
0.065	0.13	735	0.998912	0.999861	1
0.065	0.06	742	0.939116	0.956424	0.974407
0.065	0.19	750	0.9996	0.999964	1
0.065	0.11	733	0.993868	0.999618	1
0.065	0.07	739	0.947269	0.97242	0.991482
0.065	0.04	752	0.929843	0.93834	0.951103
0.065	0.01	756	0.92859	0.935341	0.943666
0.065	0.16	745	0.999195	0.999942	1
0.065	0.08	736	0.970253	0.987673	0.997283
0.065	0.09	735	0.98517	0.996064	1
0.065	0	757	0.929609	0.934943	0.942287
0.065	0.17	746	0.998794	0.999928	1
0.065	0.03	754	0.930106	0.936986	0.944032
0.065	0.18	749	0.9996	0.999943	1
0.065	0.1	733	0.991823	0.999051	1
0.065	0.14	738	0.998917	0.999899	1
0.065	0.02	754	0.928155	0.935559	0.944327
0.065	0.05	747	0.933333	0.944896	0.962784
0.065	0.15	736	0.999185	0.999935	1
0.065	0.125	730	0.999042	0.999852	1
0.065	0.135	734	0.998775	0.999916	1
0.065	0.195	746	0.99933	0.999954	1
0.065	0.065	741	0.947638	0.964625	0.981377
0.065	0.115	729	0.996163	0.999797	1
0.065	0.165	743	0.999328	0.999974	1
0.065	0.015	755	0.928344	0.935613	0.944901
0.065	0.055	745	0.936142	0.949604	0.963644
0.065	0.145	735	0.99932	0.999926	1
0.065	0.105	729	0.996026	0.999398	1
0.065	0.175	744	0.999463	0.999965	1
0.065	0.095	731	0.986738	0.997509	1
0.065	0.035	752	0.930072	0.937768	0.946956
0.065	0.005	756	0.926474	0.935286	0.944856
0.065	0.045	748	0.931891	0.941301	0.954193
0.065	0.085	734	0.975756	0.992511	1
0.065	0.185	745	0.999598	0.999965	1
0.065	0.155	733	0.999182	0.999892	1
0.065	0.025	754	0.928382	0.935856	0.945358
0.065	0.075	736	0.959658	0.980334	0.994974
0.07	0.04	753	0.925046	0.932177	0.943884
0.07	0.13	733	0.998637	0.999881	1
0.07	0.06	744	0.927632	0.946163	0.965628
0.07	0.08	735	0.960169	0.979471	0.991436
0.07	0.19	749	0.999466	0.999951	1
0.07	0.09	733	0.97532	0.99113	1
0.07	0	757	0.923666	0.93007	0.938193
0.07	0.16	746	0.998794	0.999925	1
0.07	0.03	754	0.924331	0.931585	0.939306
0.07	0.15	737	0.998507	0.999912	1
0.07	0.1	732	0.987985	0.997495	1
0.07	0.12	733	0.998091	0.999765	1
0.07	0.02	756	0.923413	0.93051	0.938757
0.07	0.07	740	0.935135	0.961393	0.982027
